,P_pred,P
2024-01-22 11:00:00,0.0015549003,0.0
2024-01-22 12:00:00,0.0018898947,0.0333
2024-01-22 13:00:00,0.0051792003,0.0
2024-01-22 14:00:00,0.1014075,0.1333
2024-01-22 15:00:00,0.0015829545,0.0
2024-01-22 16:00:00,0.0012937016,0.0
2024-01-22 17:00:00,0.0012823776,0.0
2024-01-22 18:00:00,0.002586357,0.0
2024-01-22 19:00:00,0.0015522516,0.0
2024-01-22 20:00:00,0.0018258397,0.0
2024-01-22 21:00:00,0.0023500705,0.0
2024-01-22 22:00:00,0.0016949992,0.0
2024-01-22 23:00:00,0.0018480537,0.0
2024-01-23 00:00:00,0.0018429672,0.0
2024-01-23 01:00:00,0.0018526427,0.0
2024-01-23 02:00:00,0.0017950754,0.0
2024-01-23 03:00:00,0.0017651655,0.0
2024-01-23 04:00:00,0.0017699827,0.0
2024-01-23 05:00:00,0.0015799578,0.0
2024-01-23 06:00:00,0.0014965928,0.0
2024-01-23 07:00:00,0.0014202744,0.0
2024-01-23 08:00:00,0.0013773653,0.0
2024-01-23 09:00:00,0.0013302178,0.0
2024-01-23 10:00:00,0.0012397473,0.0
2024-01-23 11:00:00,0.0011919194,0.0
2024-01-23 12:00:00,0.0011721025,0.0
2024-01-23 13:00:00,0.0011711286,0.0
2024-01-23 14:00:00,0.0011795603,0.0
2024-01-23 15:00:00,0.0011871792,0.0
2024-01-23 16:00:00,0.0011895606,0.0
2024-01-23 17:00:00,0.001183527,0.0
2024-01-23 18:00:00,0.020202907,0.0667
2024-01-23 19:00:00,0.004500352,0.0167
2024-01-23 20:00:00,0.002361212,0.0167
2024-01-23 21:00:00,0.00529455,0.0
2024-01-23 22:00:00,0.003466345,0.0
2024-01-23 23:00:00,0.0011752136,0.0
2024-01-24 00:00:00,0.0011613073,0.0
2024-01-24 01:00:00,0.0013129492,0.0
2024-01-24 02:00:00,0.0012789425,0.0
2024-01-24 03:00:00,0.0012020497,0.0
2024-01-24 04:00:00,0.0011718469,0.0333
2024-01-24 05:00:00,0.037611175,0.1
2024-01-24 06:00:00,0.060486097,0.0167
2024-01-24 07:00:00,0.0016410013,0.0167
2024-01-24 08:00:00,0.006928914,0.0
2024-01-24 09:00:00,0.005415095,0.0
2024-01-24 10:00:00,0.0013613617,0.0
2024-01-24 11:00:00,0.0014524614,0.0
2024-01-24 12:00:00,0.0020749099,0.0
2024-01-24 13:00:00,0.0019265958,0.0
2024-01-24 14:00:00,0.0014605164,0.0
2024-01-24 15:00:00,0.0013989164,0.0
2024-01-24 16:00:00,0.001228455,0.0
2024-01-24 17:00:00,0.0012195609,0.0
2024-01-24 18:00:00,0.001209422,0.0
2024-01-24 19:00:00,0.0012094323,0.0
2024-01-24 20:00:00,0.0012079214,0.0
2024-01-24 21:00:00,0.0012065244,0.0
2024-01-24 22:00:00,0.001208351,0.0
2024-01-24 23:00:00,0.0012089275,0.0
2024-01-25 00:00:00,0.0011891266,0.0
2024-01-25 01:00:00,0.0011860705,0.0
2024-01-25 02:00:00,0.0011707197,0.0
2024-01-25 03:00:00,0.001166262,0.0
2024-01-25 04:00:00,0.0011590878,0.0
2024-01-25 05:00:00,0.0011597527,0.0
2024-01-25 06:00:00,0.001161478,0.0
2024-01-25 07:00:00,0.0011610563,0.0
2024-01-25 08:00:00,0.0011657367,0.0
2024-01-25 09:00:00,0.0011596642,0.0
2024-01-25 10:00:00,0.0011753114,0.0
2024-01-25 11:00:00,0.0012583965,0.0
2024-01-25 12:00:00,0.0012964699,0.0
2024-01-25 13:00:00,0.0013018595,0.0
2024-01-25 14:00:00,0.0012904513,0.0
2024-01-25 15:00:00,0.0012842331,0.0
2024-01-25 16:00:00,0.0013317559,0.0333
2024-01-25 17:00:00,0.0012822147,0.0167
2024-01-25 18:00:00,0.0012732712,0.0
2024-01-25 19:00:00,0.0013180671,0.0
2024-01-25 20:00:00,0.002689531,0.0
2024-01-25 21:00:00,0.0014233931,0.0
2024-01-25 22:00:00,0.001691167,0.0
2024-01-25 23:00:00,0.0028177334,0.0
2024-01-26 00:00:00,0.0014314097,0.0
2024-01-26 01:00:00,0.0013045706,0.0
2024-01-26 02:00:00,0.0013427837,0.0
2024-01-26 03:00:00,0.0013417057,0.0
2024-01-26 04:00:00,0.0011834365,0.0
2024-01-26 05:00:00,0.0012001179,0.0
2024-01-26 06:00:00,0.0012309989,0.0
2024-01-26 07:00:00,0.025601007,0.05
2024-01-26 08:00:00,0.093815655,0.1333
2024-01-26 09:00:00,0.12438476,0.05
2024-01-26 10:00:00,0.0020027831,0.0167
2024-01-26 11:00:00,0.06660496,0.1167
2024-01-26 12:00:00,0.11245617,0.0333
2024-01-26 13:00:00,0.0017056302,0.0
2024-01-26 14:00:00,0.002263479,0.0
2024-01-26 15:00:00,0.0014723637,0.0
2024-01-26 16:00:00,0.001344834,0.0
2024-01-26 17:00:00,0.0018664738,0.0
2024-01-26 18:00:00,0.0020550177,0.0
2024-01-26 19:00:00,0.0022116755,0.0
2024-01-26 20:00:00,0.0015524486,0.0
2024-01-26 21:00:00,0.001307073,0.0
2024-01-26 22:00:00,0.0011866414,0.0
2024-01-26 23:00:00,0.0011874572,0.0
2024-01-27 00:00:00,0.0011907024,0.0
2024-01-27 01:00:00,0.0011911201,0.0
2024-01-27 02:00:00,0.0012007409,0.0
2024-01-27 03:00:00,0.0012397801,0.0
2024-01-27 04:00:00,0.0012389454,0.0
2024-01-27 05:00:00,0.0012551034,0.0
2024-01-27 06:00:00,0.0012493022,0.0
2024-01-27 07:00:00,0.0013414021,0.0
2024-01-27 08:00:00,0.0012860429,0.0
2024-01-27 09:00:00,0.001285021,0.0
2024-01-27 10:00:00,0.0012843816,0.0
2024-01-27 11:00:00,0.0012864606,0.0
2024-01-27 12:00:00,0.0012847492,0.0
2024-01-27 13:00:00,0.0012603225,0.0
2024-01-27 14:00:00,0.001161627,0.0
2024-01-27 15:00:00,0.0012862952,0.0
2024-01-27 16:00:00,0.0012485764,0.0
2024-01-27 17:00:00,0.0014180918,0.0
2024-01-27 18:00:00,0.0013128805,0.0
2024-01-27 19:00:00,0.0012963973,0.0
2024-01-27 20:00:00,0.001298402,0.0
2024-01-27 21:00:00,0.0012931074,0.0
2024-01-27 22:00:00,0.001293262,0.0
2024-01-27 23:00:00,0.001286424,0.0
2024-01-28 00:00:00,0.0012884538,0.0
2024-01-28 01:00:00,0.001291642,0.0
2024-01-28 02:00:00,0.0012882361,0.0
2024-01-28 03:00:00,0.0012816372,0.0
2024-01-28 04:00:00,0.0012853513,0.0
2024-01-28 05:00:00,0.0012805972,0.0
2024-01-28 06:00:00,0.0012873888,0.0
2024-01-28 07:00:00,0.001283935,0.0
2024-01-28 08:00:00,0.001289302,0.0
2024-01-28 09:00:00,0.0012850682,0.0
2024-01-28 10:00:00,0.001287064,0.0
2024-01-28 11:00:00,0.0012877737,0.0
2024-01-28 12:00:00,0.0012890827,0.0
2024-01-28 13:00:00,0.0012891879,0.0
2024-01-28 14:00:00,0.0012957617,0.0
2024-01-28 15:00:00,0.0012951388,0.0
2024-01-28 16:00:00,0.0013059219,0.0
2024-01-28 17:00:00,0.0013068975,0.0
2024-01-28 18:00:00,0.0013014053,0.0
2024-01-28 19:00:00,0.0013029925,0.0
2024-01-28 20:00:00,0.0012992909,0.0
2024-01-28 21:00:00,0.0012932518,0.0
2024-01-28 22:00:00,0.0012905817,0.0
2024-01-28 23:00:00,0.0012876715,0.0
2024-01-29 00:00:00,0.0012889248,0.0
2024-01-29 01:00:00,0.0012845146,0.0
2024-01-29 02:00:00,0.0012839388,0.0
2024-01-29 03:00:00,0.0012846529,0.0
2024-01-29 04:00:00,0.0012819888,0.0
2024-01-29 05:00:00,0.0012856238,0.0
2024-01-29 06:00:00,0.0012868219,0.0
2024-01-29 07:00:00,0.001293601,0.0
2024-01-29 08:00:00,0.0012966804,0.0
2024-01-29 09:00:00,0.0012897211,0.0
2024-01-29 10:00:00,0.0012797946,0.0
2024-01-29 11:00:00,0.0012865807,0.0
2024-01-29 12:00:00,0.0012889281,0.0
2024-01-29 13:00:00,0.0012868554,0.0
2024-01-29 14:00:00,0.0012886389,0.0
2024-01-29 15:00:00,0.0012938383,0.0
2024-01-29 16:00:00,0.0012946338,0.0
2024-01-29 17:00:00,0.0012917167,0.0
2024-01-29 18:00:00,0.0012995219,0.0
2024-01-29 19:00:00,0.0012984907,0.0
2024-01-29 20:00:00,0.0012922622,0.0
2024-01-29 21:00:00,0.0012881074,0.0
2024-01-29 22:00:00,0.0012920448,0.0
2024-01-29 23:00:00,0.0012891297,0.0
2024-01-30 00:00:00,0.00129735,0.0
2024-01-30 01:00:00,0.0012845462,0.0
2024-01-30 02:00:00,0.0012809508,0.0
2024-01-30 03:00:00,0.0012803869,0.0
2024-01-30 04:00:00,0.0012846994,0.0
2024-01-30 05:00:00,0.0012817057,0.0
2024-01-30 06:00:00,0.001284623,0.0
2024-01-30 07:00:00,0.0012824186,0.0
2024-01-30 08:00:00,0.0012836412,0.0
2024-01-30 09:00:00,0.001278731,0.0
2024-01-30 10:00:00,0.0012826789,0.0
2024-01-30 11:00:00,0.0012852484,0.0
2024-01-30 12:00:00,0.0012876391,0.0
2024-01-30 13:00:00,0.0012844212,0.0
2024-01-30 14:00:00,0.0012837492,0.0
2024-01-30 15:00:00,0.0012901123,0.0
2024-01-30 16:00:00,0.0012935279,0.0
2024-01-30 17:00:00,0.0012888701,0.0
2024-01-30 18:00:00,0.0012868126,0.0
2024-01-30 19:00:00,0.0012791189,0.0
2024-01-30 20:00:00,0.0012792435,0.0
2024-01-30 21:00:00,0.0012875726,0.0
2024-01-30 22:00:00,0.0012821646,0.0
2024-01-30 23:00:00,0.0012795876,0.0
2024-01-31 00:00:00,0.0012796693,0.0
2024-01-31 01:00:00,0.0012836535,0.0
2024-01-31 02:00:00,0.0012888387,0.0
2024-01-31 03:00:00,0.0012855462,0.0
2024-01-31 04:00:00,0.0012858366,0.0
2024-01-31 05:00:00,0.0012870459,0.0167
2024-01-31 06:00:00,0.0012875332,0.0
2024-01-31 07:00:00,0.0013283833,0.0
2024-01-31 08:00:00,0.0012858678,0.0
2024-01-31 09:00:00,0.001282664,0.0
2024-01-31 10:00:00,0.0013282862,0.0
2024-01-31 11:00:00,0.0012813406,0.0
2024-01-31 12:00:00,0.0012782612,0.0
2024-01-31 13:00:00,0.0012855609,0.0
2024-01-31 14:00:00,0.0012746439,0.0
2024-01-31 15:00:00,0.0012730428,0.0
2024-01-31 16:00:00,0.0012695859,0.0
2024-01-31 17:00:00,0.0012776116,0.0
2024-01-31 18:00:00,0.0012720493,0.0
2024-01-31 19:00:00,0.0012662553,0.0
2024-01-31 20:00:00,0.0012764451,0.0
2024-01-31 21:00:00,0.0012792437,0.0
2024-01-31 22:00:00,0.0012807513,0.0
2024-01-31 23:00:00,0.0012772614,0.0
